count,recoverable_total,recoverable_max,actual_action,exact_best_family,spread,position_band,richness_bucket,pressure_bucket,shock_bucket,hosted_ref_class,hosted_count,hosted_qty,hosted_markout_h10_avg,hosted_veto,mode,recoverable_avg
1,1.5,1.5,passive_one_sided_buy,take1,10,long_20_39,neutral,buy_pressure,steady,passive_inside_buy,,,,False,queue05,1.5
1,1.5,1.5,passive_one_sided_buy,take1,10,long_40_59,neutral,buy_pressure,steady,passive_inside_buy,,,,False,worse,1.5
1,1.0,1.0,passive_two_sided,take1,9,short_60_plus,rich,buy_pressure,steady,,,,,False,default,1.0
1,1.0,1.0,passive_two_sided,take1,11,flat_19,neutral,sell_pressure,steady,,,,,False,default,1.0
1,1.0,1.0,passive_one_sided_sell,take1,12,short_60_plus,cheap,buy_pressure,shock,passive_inside_sell,1,9,1.0,False,none,1.0
1,1.0,1.0,passive_two_sided,take1,9,short_60_plus,neutral,buy_pressure,shock,,,,,False,none,1.0
1,1.0,1.0,clear_buy,hold,12,short_40_59,cheap,buy_pressure,shock,take_a1,,,,False,none,1.0
1,1.0,1.0,passive_one_sided_sell,take1,10,long_60_plus,neutral,sell_pressure,steady,passive_inside_sell,,,,False,none,1.0
1,1.0,1.0,passive_one_sided_buy,take1,12,short_60_plus,rich,buy_pressure,shock,passive_inside_buy,,,,False,queue05,1.0
1,1.0,1.0,passive_two_sided,take1,10,short_60_plus,rich,buy_pressure,steady,,,,,False,queue05,1.0
1,1.0,1.0,passive_two_sided,take1,10,short_60_plus,neutral,buy_pressure,steady,,,,,False,queue05,1.0
1,1.0,1.0,passive_two_sided,take1,10,long_60_plus,cheap,buy_pressure,shock,,,,,False,queue05,1.0
1,1.0,1.0,passive_two_sided,take1,10,long_40_59,cheap,sell_pressure,shock,,,,,False,worse,1.0
1,1.0,1.0,passive_one_sided_buy,take1,9,long_40_59,cheap,buy_pressure,shock,passive_inside_buy,,,,False,worse,1.0
2,8.0,6.0,clear_buy,hold,9,short_60_plus,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,default,4.0
2,8.0,6.0,clear_buy,hold,9,short_60_plus,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,none,4.0
2,8.0,6.0,clear_buy,hold,9,short_60_plus,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,queue05,4.0
2,8.0,6.0,clear_buy,hold,9,short_60_plus,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,worse,4.0
1,3.0,3.0,take_buy,hold,9,flat_19,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,default,3.0
1,3.0,3.0,take_buy,hold,9,flat_19,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,worse,3.0
1,2.0,2.0,clear_buy,hold,9,short_20_39,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,default,2.0
1,2.0,2.0,take_buy,hold,9,long_20_39,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,default,2.0
1,2.0,2.0,clear_buy,hold,9,short_20_39,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,none,2.0
1,2.0,2.0,take_buy,hold,9,flat_19,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,none,2.0
1,2.0,2.0,clear_buy,hold,9,short_20_39,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,queue05,2.0
1,2.0,2.0,clear_buy,hold,9,flat_19,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,queue05,2.0
1,2.0,2.0,take_buy,hold,9,long_20_39,cheap,buy_pressure,shock,take_a1,1,2,4.5,True,worse,2.0
